annee,diplome,situation,remarque,disca,part_femmes,age_moyen_a_la_soutenance,part_docteurs_etrangers,eff_rep,taux_rep,part_docteurs_declarant_avoir_ete_finances_pour_realiser_la_these,taux_insertion,part_stable,part_cadre,part_temps_plein,part_secteur_academique,part_public_hors_secteur_academique,part_r_d_privee,part_privee_hors_secteur_academique_et_r_d,part_docteurs_en_emploi_a_l_etranger,part_docteurs_en_emploi_dans_la_meme_region_que_leur_etablissement,sal_net_q1_mensuel,sal_net_med_mensuel,sal_net_q3_mensuel,sal_brut_med_annuel,lib_etablissement_2014,numero_uai_ori,lib_etablissement_2020,numero_uai_2020
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,52,30,20,102,59,76,90,28,92,94,58,19,8,15,47,nd,1913,2178,2550,31200,LYON 1,0691774D,LYON 1,0691774D
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,78,31,0,6,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LYON 2,0691775E,LYON 2,0691775E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,39,35,41,14,50,80,82,68,94,84,32,61,0,6,45,nd,2019,2125,2125,30000,ENS LYON,0694123G,ENS LYON,0694123G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,41,32,34,45,61,75,90,57,90,90,70,12,7,11,24,nd,2006,2302,3850,32502,PARIS-DAUPHINE,0750736T,PARIS-DAUPHINE,0750736T
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,59,36,34,127,57,58,88,56,81,82,38,39,4,19,26,nd,1842,2160,2696,30492,PARIS 1,0751717J,PARIS 1,0751717J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,71,33,17,6,21,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,34,29,44,301,64,89,89,49,96,97,48,9,20,23,48,nd,2006,2314,2738,36000,PARIS 6 (fermé),0751722P,SORBONNE UNIVERSITE,0755890V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,69,36,49,7,20,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 7,0751723R,PARIS 7,0751723R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,39,59,4,12,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,INALCO PARIS,0753488J,INALCO PARIS,0753488J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LE HAVRE,0762762P,LE HAVRE,0762762P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,38,30,40,29,69,75,79,42,97,100,57,15,15,13,25,nd,1523,1954,2188,30000,AMIENS,0801344B,AMIENS,0801344B
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,55,36,41,19,65,22,84,71,75,100,46,39,0,15,29,nd,1346,1718,1748,24255,AMIENS,0801344B,AMIENS,0801344B
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,35,29,50,15,75,100,86,29,100,100,83,0,17,0,20,nd,1697,2160,2263,30492,ENSM ALBI-CARMAUX,0811200P,ENSM ALBI-CARMAUX,0811200P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,TOULON,0830766G,TOULON,0830766G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,40,31,46,19,54,66,76,36,89,94,63,20,8,10,32,nd,1697,2048,2178,30744,AVIGNON,0840685N,AVIGNON,0840685N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,39,35,8,47,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,AVIGNON,0840685N,AVIGNON,0840685N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,41,29,53,46,59,87,77,45,89,98,54,12,17,17,39,nd,1563,1875,2074,29287,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,30,29,29,7,35,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,44,38,36,11,44,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,12 mois après le diplôme,,Sciences du vivant,63,30,33,141,65,87,89,29,95,96,61,20,10,9,37,nd,1925,2108,2500,30492,PARIS 11,0911101C,PARIS 11,0911101C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,20,28,41,24,24,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,EC. POLYTECHNIQUE,0911568K,EC. POLYTECHNIQUE,0911568K
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,49,37,58,6,13,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 13,0931238R,PARIS 13,0931238R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,34,27,5,18,28,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS CACHAN,0940607Z,ENS CACHAN,0940607Z
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,46,32,52,40,53,45,97,82,97,98,41,19,8,32,22,40,1771,2120,2833,31148,TOULOUSE 1,0311382J,TOULOUSE 1,0311382J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,57,36,31,61,55,37,83,74,81,89,41,42,2,15,25,46,1843,2074,2571,30000,TOULOUSE 2,0311383K,TOULOUSE 2,0311383K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,69,31,24,25,56,81,88,60,94,100,64,11,4,21,55,28,1983,2057,2196,29040,MONTPELLIER 1 (fermé),0341087X,U MONTPELLIER,0342321N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,69,32,19,10,62,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,MONTPELLIER SUPAGRO,0342222F,MONTPELLIER SUPAGRO,0342222F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,29,51,104,67,95,89,68,92,94,54,9,22,15,46,16,2160,2468,2980,38464,RENNES 1,0350936C,RENNES 1,0350936C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,68,35,40,35,70,44,83,67,92,87,34,51,6,9,35,34,1700,2210,3111,31200,TOURS,0370800U,TOURS,0370800U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,42,35,63,28,65,43,97,83,91,100,40,34,3,22,53,39,2221,2366,2571,33396,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,38,29,28,21,47,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENSM ST-ETIENNE,0420094Z,ENSM ST-ETIENNE,0420094Z
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,100,34,50,6,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ONIRIS NANTES ATLANTIQUE,0442674T,ONIRIS NANTES ATLANTIQUE,0442674T
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,35,34,65,19,73,86,87,83,64,93,51,35,0,14,46,29,2074,2263,2614,31944,ORLEANS,0450855K,ORLEANS,0450855K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,63,30,27,26,86,80,96,55,92,93,64,13,4,19,38,43,1659,2309,3754,32600,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,37,13,6,75,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,58,32,45,34,85,75,90,66,89,76,55,9,15,21,35,48,2126,2636,3967,42169,LORRAINE,0542493S,LORRAINE,0542493S
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,37,29,65,11,58,71,93,61,100,91,59,0,21,20,57,0,2263,2793,3083,44688,EC. CENTRALE LILLE,0590349J,EC. CENTRALE LILLE,0590349J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,62,37,22,40,66,33,97,69,83,85,36,46,4,14,6,0,1918,2281,2980,32208,LILLE 3 (fermé),0593561A,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,43,33,39,16,76,42,95,59,100,90,55,45,0,0,44,29,1751,2160,2510,30492,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,39,33,63,20,61,45,94,62,70,77,16,44,19,22,27,36,2222,2862,4148,40400,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,42,37,78,31,48,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PERPIGNAN,0660437S,PERPIGNAN,0660437S
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,38,29,44,114,71,90,93,60,97,97,47,14,24,15,46,24,1952,2261,2594,32880,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,36 mois après le diplôme,,Sciences du vivant,57,30,35,107,82,90,87,37,93,94,61,11,11,18,44,30,2078,2438,3391,35000,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,19,29,41,25,52,91,100,77,100,96,38,0,51,12,23,30,1971,2430,2688,36000,EC. CENTRALE LYON,0690187D,EC. CENTRALE LYON,0690187D
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,39,29,44,91,57,87,94,71,90,97,26,12,40,22,29,38,2188,2438,2958,39000,LYON 1,0691774D,LYON 1,0691774D
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,33,35,43,6,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LYON 1,0691774D,LYON 1,0691774D
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,50,31,67,4,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LE MANS,0720916E,LE MANS,0720916E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,2,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,36 mois après le diplôme,,Sciences du vivant,56,31,33,146,59,89,95,39,97,95,69,6,15,10,48,38,2167,2500,3192,37200,PARIS 6 (fermé),0751722P,SORBONNE UNIVERSITE,0755890V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,12,31,38,33,51,93,93,73,98,97,25,7,55,12,40,33,2571,2813,3188,44000,ENSAM,0753237L,ENSAM,0753237L
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,2,18,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,CNAM PARIS,0753471R,CNAM PARIS,0753471R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,28,29,39,47,58,90,91,87,98,100,7,3,62,28,12,48,2500,2774,2955,43330,ENSM PARIS,0753493P,ENSM PARIS,0753493P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,59,31,34,11,27,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,MUSEUM PARIS,0753494R,MUSEUM PARIS,0753494R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,EHESS PARIS,0753742K,EHESS PARIS,0753742K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,27,32,68,13,59,81,74,69,94,100,63,6,15,16,67,12,1841,1962,2813,27704,LE HAVRE,0762762P,LE HAVRE,0762762P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LE HAVRE,0762762P,LE HAVRE,0762762P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,34,30,57,10,19,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,VERSAILLES ST-QUENT.,0781944P,VERSAILLES ST-QUENT.,0781944P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,38,30,40,29,69,75,84,65,92,96,45,16,27,12,29,21,1934,2313,2380,35000,AMIENS,0801344B,AMIENS,0801344B
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,39,35,8,47,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,AVIGNON,0840685N,AVIGNON,0840685N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,25,26,25,4,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,SUPELEC (fermé),0911494E,CENTRALESUP GI,0912341A
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,49,37,58,6,13,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 13,0931238R,PARIS 13,0931238R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,52,36,39,17,51,53,84,70,84,100,29,41,0,31,29,71,1763,3111,3111,43920,CERGY-PONTOISE (fermé),0951793H,CY CERGY PARIS UNIVERSITE,0952259P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,50,30,25,16,100,79,80,75,67,100,42,25,17,17,25,0,1646,2334,2468,32948,CORSE,7200664J,CORSE,7200664J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,62,30,19,16,61,87,67,46,90,91,48,30,0,23,26,nd,1895,2006,2006,30324,CAEN,0141408E,CAEN,0141408E
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,43,30,40,80,77,86,82,26,95,95,58,14,14,14,39,nd,1918,2057,2571,29548,BREST,0290346U,BREST,0290346U
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,53,38,33,42,51,35,87,62,88,84,29,54,0,17,22,nd,1488,1771,2550,25000,BORDEAUX 3,0331766R,BORDEAUX 3,0331766R
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,30,29,37,166,69,95,84,44,96,99,56,6,23,15,36,nd,1903,2138,2366,30180,BORDEAUX,0333298F,BORDEAUX,0333298F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,3,74,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MONTPELLIER 2 (fermé),0341088Y,U MONTPELLIER,0342321N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,69,32,19,10,62,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MONTPELLIER SUPAGRO,0342222F,MONTPELLIER SUPAGRO,0342222F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,58,35,25,9,75,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MONTPELLIER SUPAGRO,0342222F,MONTPELLIER SUPAGRO,0342222F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,39,31,9,35,76,77,95,41,90,85,68,21,8,3,37,nd,1851,1954,3542,27588,RENNES 1,0350936C,RENNES 1,0350936C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,2,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,RENNES 2,0350937D,RENNES 2,0350937D
2014,DOCTORAT,12 mois après le diplôme,,Sciences humaines et humanités,45,36,21,41,73,34,80,60,83,78,39,50,0,11,22,nd,1646,1771,2022,25000,RENNES 2,0350937D,RENNES 2,0350937D
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,AGROCAMPUS OUEST,0352692L,AGROCAMPUS OUEST,0352692L
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,58,35,47,54,65,55,75,60,74,85,32,36,0,32,35,nd,1646,1700,3111,27132,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,42,35,63,28,65,43,93,85,95,100,36,46,4,15,51,nd,1748,1877,2196,26500,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,21,30,43,42,49,91,93,56,94,96,52,10,27,11,42,nd,1952,2057,2479,32000,NANTES,0440984F,NANTES,0440984F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,38,30,52,19,65,93,80,47,100,100,39,11,23,27,29,nd,2160,2195,2466,35112,ENSM NANTES (fermé),0442205H,IMT ATLANTIQUE NANTES,0442852L
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,27,29,41,47,75,84,90,54,96,100,49,14,17,20,37,nd,1646,2125,2438,30492,ORLEANS,0450855K,ORLEANS,0450855K
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,63,29,26,15,79,92,72,31,100,100,47,29,17,7,13,nd,1718,2057,2251,29040,ORLEANS,0450855K,ORLEANS,0450855K
